,drug,primary_dose,route,primary_dose_description,frequency_description,c_form,c_strength,prn,bnf_description,bnf_chapter,container_description,du_cont,unit_description,chapter,name
21795,COLECALCIFEROL ,2,Oral,tablet,OM,Tablets,1000 units,N,NUTRITION AND BLOOD,09.06.04,Pack,28,tablet,09.06.04,Vitamin D
21819,NEBIVOLOL,5,Oral,mg,QDS,Tablets,5 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
21825,DEXAMETHASONE,6,Oral,mg,TDS,Tablets,2 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,50,tablet,06.03.02,Glucocorticoid therapy
21826,DEXAMETHASONE,6,Oral,mg,TDS,Tablets,2 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,100,tablet,06.03.02,Glucocorticoid therapy
21827,DEXAMETHASONE,6,Oral,mg,TDS,Tablets,2 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,500,tablet,06.03.02,Glucocorticoid therapy
21843,ONDANSETRON,4,Oral,mg,TDS,Tablets,8 mg,N,CENTRAL NERVOUS SYSTEM,4.06,Bottle,10,tablet,4.06,Drugs used in nausea and vertigo
21846,CODEINE PHOSPHATE,30,Oral,mg,OD,Tablets,30 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,28,tablet,04.07.02,Opioid analgesics
21852,LAMOTRIGINE,250,Oral,mg,BD,Tablets,50 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,56,tablet,04.08.01,Control of epilepsy
21856,ONDANSETRON,8,Oral,mg,TDS,Tablets,4 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,10,tablet,4.06,Drugs used in nausea and vertigo
21857,ONDANSETRON,8,Oral,mg,TDS,Tablets,4 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,30,tablet,4.06,Drugs used in nausea and vertigo
21868,THIAMINE,50,Oral,mg,BD,Tablets,100 mg,N,NUTRITION AND BLOOD,09.06.02,Pack,28,tablet,09.06.02,Vitamin B group
21869,THIAMINE,50,Oral,mg,OM,Tablets,100 mg,N,NUTRITION AND BLOOD,09.06.02,Pack,28,tablet,09.06.02,Vitamin B group
21870,THIAMINE,50,Oral,mg,BD,Tablets,100 mg,N,NUTRITION AND BLOOD,09.06.02,Bottle,100,tablet,09.06.02,Vitamin B group
21871,THIAMINE,50,Oral,mg,OM,Tablets,100 mg,N,NUTRITION AND BLOOD,09.06.02,Bottle,100,tablet,09.06.02,Vitamin B group
21884,BENDROFLUMETHIAZIDE,2.5,NG,mg,OM,Tablets,2.5 mg,N,CARDIVASCULAR SYSTEM,02.02.01,Pack,28,tablet,02.02.01,Thiazides and related diuretics
21886,PROPYLTHIOURACIL,100,Oral,mg,TDS,Tablets,50 mg,N,ENDOCRINE SYSTEM,06.02.02,Pack,56,tablet,06.02.02,Antithyroid drugs
21887,PROPYLTHIOURACIL,100,Oral,mg,TDS,Tablets,50 mg,N,ENDOCRINE SYSTEM,06.02.02,Bottle,100,tablet,06.02.02,Antithyroid drugs
21889,TICAGRELOR,90,Oral,mg,BD,Tablets,60 mg,N,CARDIVASCULAR SYSTEM,2.09,Pack,1,tablet,2.09,Antiplatelet drugs
21890,LACIDIPINE,4,Oral,mg,OM,Tablets,2 mg,N,CARDIVASCULAR SYSTEM,02.06.02,Pack,28,tablet,02.06.02,Calcium-channel blockers
21899,ROPINIROLE,500,PO / NG / PEG,microgram,OM,Tablets,500 microgram,N,CENTRAL NERVOUS SYSTEM,04.09.01,Pack,28,tablet,04.09.01,Dopaminergic drugs used in parkinsonism
21900,ROPINIROLE,500,Oral,microgram,BD,Tablets,250 microgram,N,CENTRAL NERVOUS SYSTEM,04.09.01,Pack,12,tablet,04.09.01,Dopaminergic drugs used in parkinsonism
21901,DIHYDROCODEINE,60,Oral,mg,BD,Tablets,30 mg,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,28,tablet,04.07.02,Opioid analgesics
21902,DIHYDROCODEINE,60,Oral,mg,BD,Tablets,30 mg,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,30,tablet,04.07.02,Opioid analgesics
21906,PROMAZINE,50,Oral,mg,ON,Tablets,25 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,100,tablet,04.02.01,Antipsychotic drugs
21912,ROPINIROLE,4,Oral,mg,ON,Tablets,2 mg,N,CENTRAL NERVOUS SYSTEM,04.09.01,Pack,84,tablet,04.09.01,Dopaminergic drugs used in parkinsonism
21915,SULPIRIDE,100,Oral,mg,BD,Tablets,200 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,30,tablet,04.02.01,Antipsychotic drugs
21916,ISOSORBIDE MONONITRATE,90,Oral,mg,OM,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,02.06.01,Pack,56,tablet,02.06.01,Nitrates
21917,ISOSORBIDE MONONITRATE,90,Oral,mg,BD,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,02.06.01,Pack,56,tablet,02.06.01,Nitrates
21918,VENLAFAXINE,187.5,Oral,mg,OM,Tablets,37.5 mg,N,CENTRAL NERVOUS SYSTEM,04.03.04,Pack,56,tablet,04.03.04,Other antidepressant drugs
21919,PROPRANOLOL,40,Oral,mg,TDS,Tablets,40 mg,Y,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
21921,PROPRANOLOL,40,Oral,mg,TDS,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
21924,PARACETAMOL ,750,Oral,mg,TDS,Tablets,500 mg,N,CENTRAL NERVOUS SYSTEM,04.07.01,Pack,32,Tablet,04.07.01,Non-opioid analgesics and compound preparations
21925,PARACETAMOL ,750,Oral,mg,TDS,Tablets,500 mg,N,CENTRAL NERVOUS SYSTEM,04.07.01,Pack,100,Tablet,04.07.01,Non-opioid analgesics and compound preparations
21946,FLAVOXATE,200,Oral,mg,BD,Tablets,200 mg,N,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.02,Pack,90,tablet,07.04.02,Drugs for urinary frequency enuresis and incontinence
21947,FAMOTIDINE,20,Oral,mg,OM,Tablets,20 mg,N,GASTRO-INTESTINAL SYSTEM,01.03.01,Pack,28,tablet,01.03.01,H2-receptor antagonists
21948,PREDNISOLONE,14,Oral,mg,OM,Tablets,1 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,28,tablet,06.03.02,Glucocorticoid therapy
21949,CODEINE PHOSPHATE,60,Oral,mg,TDS,Tablets,30 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,28,tablet,04.07.02,Opioid analgesics
21950,DOXAZOSIN,1,Oral,mg,BD,Tablets,1 mg,N,CARDIVASCULAR SYSTEM,02.05.04,Pack,28,tablet,02.05.04,Alpha-adrenoceptor blocking drugs
21953,HALOPERIDOL,500,Oral,microgram,BD,Tablets,500 microgram,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,28,tablet,04.02.01,Antipsychotic drugs
21963,PROPRANOLOL,40,Oral,mg,OD,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
21968,CARBIMAZOLE,5,Oral,mg,ON,Tablets,5 mg,N,ENDOCRINE SYSTEM,06.02.02,Pack,100,tablet,06.02.02,Antithyroid drugs
21969,MIDODRINE,10,Oral,mg,TDS,Tablets,5 mg,N,CARDIVASCULAR SYSTEM,02.07.02,Pack,50,tablet,02.07.02,Vasoconstrictor sympathomimetics
21970,MIDODRINE,10,Oral,mg,TDS,Tablets,5 mg,N,CARDIVASCULAR SYSTEM,02.07.02,Pack,100,tablet,02.07.02,Vasoconstrictor sympathomimetics
21976,NAPROXEN,500,Oral,mg,TDS,Tablets,250 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,28,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
21977,NAPROXEN,500,Oral,mg,TDS,Tablets,250 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.01,Pack,56,tablet,10.01.01,Non-steroidal anti-inflammatory drugs
21978,MOXONIDINE,200,Oral,microgram,OD,Tablets,200 microgram,N,CARDIVASCULAR SYSTEM,02.05.02,Pack,28,tablet,02.05.02,Centrally-acting antihypertensive drugs
21979,SIMVASTATIN,20,Oral,mg,OM,Tablets,20 mg,N,CARDIVASCULAR SYSTEM,2.12,Pack,28,tablet,2.12,Lipid-regulating drugs
21980,SIMVASTATIN,20,Oral,mg,OM,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,2.12,Pack,28,tablet,2.12,Lipid-regulating drugs
21982,METOCLOPRAMIDE,10,Oral,mg,OD,Tablets,10 mg,Y,GASTRO-INTESTINAL SYSTEM,1.02,Pack,28,tablet,1.02,Antispasmodics and other drugs altering gut motility
21992,DIGOXIN,250,Oral,microgram,OD,Tablets,250 microgram,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,28,tablet,02.01.01,Cardiac glycosides
21993,ROSUVASTATIN,15,Oral,mg,ON,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,2.12,Pack,28,tablet,2.12,Lipid-regulating drugs
21994,BISOPROLOL,5,Oral,mg,BD,Tablets,1.25 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
22011,RIVAROXABAN,10,Oral,mg,ON,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,02.08.02,Pack,10,tablet,02.08.02,Oral anticoagulants
22012,RIVAROXABAN,10,Oral,mg,ON,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,02.08.02,Pack,30,tablet,02.08.02,Oral anticoagulants
22021,SPIRONOLACTONE,12.5,Oral,mg,OM,Tablets,100 mg,N,CARDIVASCULAR SYSTEM,02.02.03,Pack,28,tablet,02.02.03,Potassium-sparing diuretics and aldosterone antagonists
22024,PROCHLORPERAZINE,5,Oral,mg,BD,Tablets,5 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,28,tablet,4.06,Drugs used in nausea and vertigo
22025,PROCHLORPERAZINE,5,Oral,mg,BD,Tablets,5 mg,Y,CENTRAL NERVOUS SYSTEM,4.06,Pack,84,tablet,4.06,Drugs used in nausea and vertigo
22026,CARBIMAZOLE,20,Oral,mg,OM,Tablets,20 mg,N,ENDOCRINE SYSTEM,06.02.02,Bottle,100,tablet,06.02.02,Antithyroid drugs
22027,PROPRANOLOL,40,Oral,mg,TDS,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,2.04,Bottle,28,tablet,2.04,Beta-adrenoceptor blocking drugs
22028,LIOTHYRONINE,20,Oral,microgram,BD,Tablets,20 microgram,N,ENDOCRINE SYSTEM,06.02.01,Pack,28,tablet,06.02.01,Thyroid hormones
22036,AMITRIPTYLINE,50,Oral,mg,OD,Tablets,25 mg,Y,CENTRAL NERVOUS SYSTEM,04.03.01,Pack,28,tablet,04.03.01,Tricyclic and related antidepressant drugs
22039,CARBAMAZEPINE 'TEGRETOL',300,Oral,mg,BD,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,84,tablet,04.08.01,Control of epilepsy
22040,CARBAMAZEPINE 'TEGRETOL',300,Oral,mg,BD,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,84,tablet,04.08.01,Control of epilepsy
22046,PYRIDOSTIGMINE BROMIDE,60,Oral,mg,QDS,Tablets,60 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.02.01,Bottle,200,tablet,10.02.01,Drugs which enhance neuromuscular transmission
22052,SENNA,2,Oral,tablet,ON,Tablets,7.5 mg,N,GASTRO-INTESTINAL SYSTEM,01.06.02,Pack,500,tablet,01.06.02,Stimulant laxatives
15632,LOPERAMIDE,2,Oral,mg,PRN,Tablets,2 mg,N,GASTRO-INTESTINAL SYSTEM,01.04.02,Pack,30,tablet,01.04.02,Antimotility drugs
13083,LORAZEPAM,"1,000.00",Oral,microgram,PRN,Tablets,1 mg,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,28,tablet,04.01.02,Anxiolytics
9380,HYDROCORTISONE,5,Oral,mg,QDS,Tablets,10 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,30,tablet,06.03.02,Glucocorticoid therapy
17291,PARACETAMOL ,"1,000.00",Oral,mg,QDS,Tablets,500 mg,N,CENTRAL NERVOUS SYSTEM,04.07.01,Pack,32,Tablet,04.07.01,Non-opioid analgesics and compound preparations
22056,TRIMETHOPRIM,100,Oral,mg,BD,Tablets,100 mg,N,INFECTIONS,05.01.08,Pack,28,tablet,05.01.08,Sulfonamides and trimethoprim
22057,TRIMETHOPRIM,200,Oral,mg,BD,Tablets,100 mg,N,INFECTIONS,05.01.08,Pack,28,tablet,05.01.08,Sulfonamides and trimethoprim
22059,ERYTHROMYCIN,500,Oral,mg,OD,Tablets,250 mg,N,INFECTIONS,05.01.05,Pack,28,tablet,05.01.05,Macrolides
22061,PHENYTOIN SODIUM,350,Oral,mg,ON,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,28,tablet,04.08.01,Control of epilepsy
22062,PHENOBARBITAL,135,Oral,mg,ON,Tablets,60 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,28,tablet,04.08.01,Control of epilepsy
22063,PHENOBARBITAL,15,Oral,mg,ON,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,28,tablet,04.08.01,Control of epilepsy
22067,PHENYTOIN SODIUM,400,Oral,mg,OD,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,28,tablet,04.08.01,Control of epilepsy
22069,DIGOXIN,125,Oral,microgram,6H,Tablets,125 microgram,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,28,tablet,02.01.01,Cardiac glycosides
22070,DIGOXIN,250,Oral,microgram,BD,Tablets,250 microgram,N,CARDIVASCULAR SYSTEM,02.01.01,Pack,28,tablet,02.01.01,Cardiac glycosides
22073,DOXAZOSIN,8,NG,mg,OM,Tablets,4 mg,N,CARDIVASCULAR SYSTEM,02.05.04,Pack,28,tablet,02.05.04,Alpha-adrenoceptor blocking drugs
22086,BACLOFEN,30,Oral,mg,QDS,Tablets,10 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.02.02,Pack,84,tablet,10.02.02,Skeletal muscle relaxants
22122,ELTROMBOPAG,50,Oral,mg,OD,Tablets,25 mg,N,NUTRITION AND BLOOD,09.01.04,Pack,28,tablet,09.01.04,Drugs used in platelet disorders
22123,PHENOBARBITAL,150,Oral,mg,ON,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,100,tablet,04.08.01,Control of epilepsy
22124,PHENOBARBITAL,150,Oral,mg,ON,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,250,tablet,04.08.01,Control of epilepsy
17292,PARACETAMOL ,"1,000.00",Oral,mg,QDS,Tablets,500 mg,N,CENTRAL NERVOUS SYSTEM,04.07.01,Pack,100,Tablet,04.07.01,Non-opioid analgesics and compound preparations
22130,CLOPIDOGREL,300,Oral,mg,ON,Tablets,300 mg,N,CARDIVASCULAR SYSTEM,2.09,Pack,30,tablet,2.09,Antiplatelet drugs
22131,URSODEOXYCHOLIC ACID,150,Oral,mg,BD,Tablets,150 mg,N,GASTRO-INTESTINAL SYSTEM,01.09.01,Pack,60,tablet,01.09.01,Drugs affecting biliary composition and flow
22137,HYDRALAZINE,75,Oral,mg,BD,Tablets,50 mg,N,CARDIVASCULAR SYSTEM,02.05.01,Pack,56,tablet,02.05.01,Vasodilator antihypertensive drugs
22138,MOXONIDINE,300,Oral,microgram,OM,Tablets,200 microgram,N,CARDIVASCULAR SYSTEM,02.05.02,Pack,28,tablet,02.05.02,Centrally-acting antihypertensive drugs
22139,HYDRALAZINE,75,Oral,mg,BD,Tablets,25 mg,N,CARDIVASCULAR SYSTEM,02.05.01,Pack,56,tablet,02.05.01,Vasodilator antihypertensive drugs
22140,HYDRALAZINE,75,Oral,mg,BD,Tablets,25 mg,N,CARDIVASCULAR SYSTEM,02.05.01,Pack,56,tablet,02.05.01,Vasodilator antihypertensive drugs
22146,ATENOLOL,50,Oral,mg,BD,Tablets,50 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
22148,OXYBUTYNIN,10,Oral,mg,BD,Tablets,5 mg,N,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.02,Pack,56,tablet,07.04.02,Drugs for urinary frequency enuresis and incontinence
22149,OXYBUTYNIN,10,Oral,mg,BD,Tablets,5 mg,N,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.02,Pack,84,tablet,07.04.02,Drugs for urinary frequency enuresis and incontinence
22152,LEVOTHYROXINE SODIUM,125,Oral,microgram,OM,Tablets,25 microgram,N,ENDOCRINE SYSTEM,06.02.01,Pack,28,tablet,06.02.01,Thyroid hormones
22153,CARBAMAZEPINE 'TEGRETOL',200,Oral,mg,BD,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,84,tablet,04.08.01,Control of epilepsy
22157,BISOPROLOL,10,Oral,mg,BD,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
22158,SERTRALINE,50,Oral,mg,BD,Tablets,50 mg,N,CENTRAL NERVOUS SYSTEM,04.03.03,Pack,28,tablet,04.03.03,Selective serotonin re-uptake inhibitors
22162,DAPAGLIFLOZIN,10,Oral,mg,ON,Tablets,10 mg,N,ENDOCRINE SYSTEM,06.01.02,Pack,28,tablet,06.01.02,Antidiabetic drugs
22163,BENDROFLUMETHIAZIDE,2.5,Oral,mg,ON,Tablets,2.5 mg,N,CARDIVASCULAR SYSTEM,02.02.01,Pack,28,tablet,02.02.01,Thiazides and related diuretics
22170,PROPRANOLOL,40,Oral,mg,QDS,Tablets,40 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
22171,OXCARBAZEPINE,"1,200.00",Oral,mg,BD,Tablets,300 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,50,tablet,04.08.01,Control of epilepsy
22172,OXCARBAZEPINE,"2,400.00",Oral,mg,OM,Tablets,300 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,50,tablet,04.08.01,Control of epilepsy
22173,OXCARBAZEPINE,"2,400.00",Oral,mg,ON,Tablets,300 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,50,tablet,04.08.01,Control of epilepsy
22175,PARACETAMOL ,2,Oral,mg,QDS,Tablets,500 mg,N,CENTRAL NERVOUS SYSTEM,04.07.01,Pack,32,Tablet,04.07.01,Non-opioid analgesics and compound preparations
22176,PARACETAMOL ,2,Oral,mg,QDS,Tablets,500 mg,N,CENTRAL NERVOUS SYSTEM,04.07.01,Pack,100,Tablet,04.07.01,Non-opioid analgesics and compound preparations
22177,OXCARBAZEPINE,"1,200.00",Oral,mg,BD,Tablets,300 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,50,tablet,04.08.01,Control of epilepsy
22180,CETIRIZINE,20,Oral,mg,BD,Tablets,10 mg,N,RESPIRATORY SYSTEM,03.04.01,Pack,30,tablet,03.04.01,Antihistamines
12703,CLOZAPINE,50,Oral,mg,Six times a day,Tablets,25 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,84,tablet,04.02.01,Antipsychotic drugs
22186,ATORVASTATIN,10,Oral,mg,OM,Tablets,10 mg,N,CARDIVASCULAR SYSTEM,2.12,Pack,28,tablet,2.12,Lipid-regulating drugs
22188,LACIDIPINE,2,Oral,mg,ON,Tablets,2 mg,N,CARDIVASCULAR SYSTEM,02.06.02,Pack,28,tablet,02.06.02,Calcium-channel blockers
22191,SODIUM FUSIDATE,750,Oral,mg,TDS,Tablets,250 mg,N,INFECTIONS,05.01.07,Bottle,100,tablet,05.01.07,Some other antibacterials
22194,CLOPIDOGREL,225,Oral,mg,OM,Tablets,75 mg,N,CARDIVASCULAR SYSTEM,2.09,Pack,28,tablet,2.09,Antiplatelet drugs
22195,CLOPIDOGREL,225,Oral,mg,OM,Tablets,75 mg,N,CARDIVASCULAR SYSTEM,2.09,Pack,30,tablet,2.09,Antiplatelet drugs
22197,PROCYCLIDINE,5,Oral,mg,OD,Tablets,5 mg,N,CENTRAL NERVOUS SYSTEM,04.09.02,Pack,28,tablet,04.09.02,Antimuscarinic drugs used in parkinsonism
22201,CARBAMAZEPINE 'TEGRETOL',400,Oral,mg,OD,Tablets,400 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,56,tablet,04.08.01,Control of epilepsy
22202,OLANZAPINE,2.5,Oral,mg,BD,Tablets,2.5 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,28,tablet,04.02.01,Antipsychotic drugs
22209,OLANZAPINE,2.5,Oral,mg,BD,Tablets,2.5 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,28,tablet,04.02.01,Antipsychotic drugs
22210,CARBAMAZEPINE 'TEGRETOL',200,Oral,mg,TDS,Tablets,200 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,84,Tablet,04.08.01,Control of epilepsy
22229,CARBAMAZEPINE 'TEGRETOL',200,Oral,mg,BD,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,84,tablet,04.08.01,Control of epilepsy
22238,PREDNISOLONE,17,Oral,mg,OM,Tablets,1 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,28,tablet,06.03.02,Glucocorticoid therapy
22239,PREDNISOLONE,16,Oral,mg,OM,Tablets,1 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,28,tablet,06.03.02,Glucocorticoid therapy
22242,PHENOBARBITAL,30,Oral,mg,OM,Tablets,30 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,28,tablet,04.08.01,Control of epilepsy
22243,HYDROXYCHLOROQUINE,200,Oral,mg,OM,Tablets,200 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.01.03,Pack,60,tablet,10.01.03,Rheumatic disease suppressant drugs
22244,HYDROCORTISONE,50,Oral,mg,QDS,Tablets,10 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,30,tablet,06.03.02,Glucocorticoid therapy
22268,SILDENAFIL,100,Oral,mg,OM,Tablets,100 mg,Y,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.05,Pack,4,tablet,07.04.05,Drugs for erectile dysfunction
22269,SILDENAFIL,100,Oral,mg,OM,Tablets,100 mg,Y,OBSTETRICS GYNAECOLOGY URINARY TRACT DISORDERS,07.04.05,Pack,8,tablet,07.04.05,Drugs for erectile dysfunction
22273,BUMETANIDE,2.5,Oral,mg,BD,Tablets,1 mg,N,CARDIVASCULAR SYSTEM,02.02.02,Pack,28,tablet,02.02.02,Loop diuretics
22274,NEBIVOLOL,5,Oral,mg,OD,Tablets,5 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
22276,NEBIVOLOL,2.5,Oral,mg,BD,Tablets,5 mg,N,CARDIVASCULAR SYSTEM,2.04,Pack,28,tablet,2.04,Beta-adrenoceptor blocking drugs
22278,TEMAZEPAM,40,Oral,mg,ON,Tablets,10 mg,N,CENTRAL NERVOUS SYSTEM,04.01.01,Pack,28,tablet,04.01.01,Hypnotics
22280,MEBEVERINE,135,Oral,mg,BD,Tablets,135 mg,N,GASTRO-INTESTINAL SYSTEM,1.02,Bottle,100,tablet,1.02,Antispasmodics and other drugs altering gut motility
22281,MIRTAZAPINE,15,Oral,mg,OD,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,04.03.04,Container,28,tablet,04.03.04,Other antidepressant drugs
22282,MIRTAZAPINE,15,Oral,mg,OD,Tablets,15 mg,N,CENTRAL NERVOUS SYSTEM,04.03.04,Pack,1,tablet,04.03.04,Other antidepressant drugs
22291,BEZAFIBRATE,200,Oral,mg,OD,Tablets,200 mg,N,CARDIVASCULAR SYSTEM,2.12,Bottle,100,tablet,2.12,Lipid-regulating drugs
22292,BOSUTINIB,500,Oral,mg,OM,Tablets,100 mg,N,MALIGNANT DISEASE AND IMMUNOSUPPRESSION,08.01.05,Pack,28,Tablet,08.01.05,Other antineoplastic drugs
22293,HALOPERIDOL,10,Oral,mg,BD,Tablets,5 mg,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,28,tablet,04.02.01,Antipsychotic drugs
22298,TRIMETHOPRIM,300,Oral,mg,BD,Tablets,100 mg,N,INFECTIONS,05.01.08,Pack,28,tablet,05.01.08,Sulfonamides and trimethoprim
22300,PREDNISOLONE,10,Oral,mg,BD,Tablets,5 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,28,tablet,06.03.02,Glucocorticoid therapy
22301,HYDROCORTISONE,50,Oral,mg,BD,Tablets,20 mg,N,ENDOCRINE SYSTEM,06.03.02,Pack,30,tablet,06.03.02,Glucocorticoid therapy
22319,DEXAMETHASONE,"3,000.00",Oral,microgram,OM,Tablets,500 microgram,N,ENDOCRINE SYSTEM,06.03.02,Pack,28,tablet,06.03.02,Glucocorticoid therapy
22320,DEXAMETHASONE,"3,000.00",Oral,microgram,OM,Tablets,500 microgram,N,ENDOCRINE SYSTEM,06.03.02,Pack,30,tablet,06.03.02,Glucocorticoid therapy
22324,LAMOTRIGINE,100,Oral,mg,OM,Tablets,100 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,56,tablet,04.08.01,Control of epilepsy
22326,LAMOTRIGINE,50,Oral,mg,OD,Tablets,50 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,56,tablet,04.08.01,Control of epilepsy
22328,HYOSCINE BUTYLBROMIDE,10,Oral,mg,OD,Tablets,10 mg,N,GASTRO-INTESTINAL SYSTEM,1.02,Bottle,56,tablet,1.02,Antispasmodics and other drugs altering gut motility
22344,PHENOBARBITAL,60,NG,mg,BD,Tablets,60 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,28,tablet,04.08.01,Control of epilepsy
22361,BACLOFEN,40,Oral,mg,OD,Tablets,10 mg,N,MUSCULOSKELETAL AND JOINT DISEASES,10.02.02,Pack,84,tablet,10.02.02,Skeletal muscle relaxants
22363,CODEINE PHOSPHATE,60,Oral,mg,TDS,Tablets,60 mg,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,28,tablet,04.07.02,Opioid analgesics
22366,COLESEVELAM,625,Oral,mg,TDS,Tablets,625 mg,N,CARDIVASCULAR SYSTEM,2.12,Pack,180,Tablet,2.12,Lipid-regulating drugs
22375,LEVETIRACETAM,"2,000.00",Oral,mg,ON,Tablets,500 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,60,tablet,04.08.01,Control of epilepsy
22376,LEVETIRACETAM,"1,500.00",Oral,mg,OM,Tablets,500 mg,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,60,tablet,04.08.01,Control of epilepsy
22385,COLESEVELAM,625,Oral,mg,QDS,Tablets,625 mg,N,CARDIVASCULAR SYSTEM,2.12,Pack,180,Tablet,2.12,Lipid-regulating drugs
22386,BUSPIRONE,10,Oral,mg,ON,Tablets,5 mg,N,CENTRAL NERVOUS SYSTEM,04.01.02,Pack,30,tablet,04.01.02,Anxiolytics
