drug,primary_dose,route,primary_dose_description,frequency_description,c_form,c_strength,c_mddf_number,prn,bnf_description,bnf_chapter,container_description,du_cont,unit_description,strength
METHADONE,2.5,Oral,mg,Each day at 10am,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
METHADONE,5,Oral,mg,ON,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,5,Oral,mg,ON,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
SODIUM VALPROATE,100,Oral,mg,OM,Oral Solution,200 mg/5ml,2005431,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['200 mg', '5ml']"
CLARITHROMYCIN,500,PEG,mg,BD,Oral Suspension,250 mg/5ml,9005628,N,INFECTIONS,05.01.05,Pack,1,mL,"['250 mg', '5ml']"
LEVETIRACETAM,250,Oral,mg,ON,Oral Solution Sugar Free,100 mg/ml,1012804,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,300,mL,"['100 mg', 'ml']"
MALATHION AQUEOUS,1,Topical,application,Twice a WEEK on Wednesday and Saturday mornings,Liquid,0.50%,1006590,N,SKIN,13.10.04,Bottle,50,mL,['0.5 %']
MALATHION AQUEOUS,1,Topical,application,Once a week on a Saturday morning,Liquid,0.50%,1006590,N,SKIN,13.10.04,Bottle,50,mL,['0.5 %']
MALATHION AQUEOUS,1,Topical,application,Twice a WEEK on Wednesday and Saturday mornings,Liquid,0.50%,1006590,N,SKIN,13.10.04,Pack,150,mL,['0.5 %']
MALATHION AQUEOUS,1,Topical,application,Once a week on a Saturday morning,Liquid,0.50%,1006590,N,SKIN,13.10.04,Pack,150,mL,['0.5 %']
MALATHION AQUEOUS,1,Topical,application,Twice a WEEK on Wednesday and Saturday mornings,Liquid,0.50%,1006590,N,SKIN,13.10.04,Bottle,200,mL,['0.5 %']
MALATHION AQUEOUS,1,Topical,application,Once a week on a Saturday morning,Liquid,0.50%,1006590,N,SKIN,13.10.04,Bottle,200,mL,['0.5 %']
PROPRANOLOL,20,Oral,mg,TDS,Oral Solution Sugar Free,5 mg/5ml,2002877,N,CARDIVASCULAR SYSTEM,2.04,Pack,150,mL,"['5 mg', '5ml']"
PROPRANOLOL,20,NG,mg,TDS,Oral Solution Sugar Free,10 mg/5ml,3002877,N,CARDIVASCULAR SYSTEM,2.04,Pack,150,mL,"['10 mg', '5ml']"
PROPRANOLOL,20,Oral,mg,ON,Oral Solution Sugar Free,10 mg/5ml,3002877,N,CARDIVASCULAR SYSTEM,2.04,Pack,150,mL,"['10 mg', '5ml']"
CO-TRIMOXAZOLE [:PAEDIATRIC],"2,400.00",Oral,mg,BD,Oral Suspension,240 mg/5ml,1004645,N,INFECTIONS,05.01.08,Bottle,100,mL,"['240 mg', '5ml']"
FERROUS FUMARATE,210,NG,mg,OM,Oral Solution Sugar Free,140 mg/5ml,2009231,N,NUTRITION AND BLOOD,09.01.01.01,Pack,300,mL,"['140 mg', '5ml']"
CARBAMAZEPINE 'TEGRETOL',400,NG,mg,TDS,Oral Suspension,100 mg/5ml,1003114,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['100 mg', '5ml']"
CARBAMAZEPINE 'TEGRETOL',400,PO / NG / PEG,mg,TDS,Oral Suspension,100 mg/5ml,1003114,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['100 mg', '5ml']"
FUROSEMIDE,40,Oral,mg,BD,Oral Solution Sugar Free,40 mg/5ml,1007170,N,CARDIVASCULAR SYSTEM,02.02.02,Bottle,150,mL,"['40 mg', '5ml']"
METHADONE,80,Oral,mg,OD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,80,Oral,mg,OD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
METHADONE,28,Oral,mg,OD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,28,Oral,mg,OD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
RISPERIDONE,0.5,Oral,mg,"16:00, 22:00",Oral Solution,1 mg/ml,2000362,N,CENTRAL NERVOUS SYSTEM,04.02.01,Bottle,100,mL,"['1 mg', 'ml']"
MORPHINE SULFATE,10,Oral,mg,every 4 Hours,Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,10,Oral,mg,every 4 Hours,Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
FUROSEMIDE,80,Oral,mg,BD,Oral Solution Sugar Free,40 mg/5ml,1007170,N,CARDIVASCULAR SYSTEM,02.02.02,Bottle,150,mL,"['40 mg', '5ml']"
SODIUM FEREDETATE,5,Oral,mL,BD,Oral Solution Sugar Free,190 mg/5ml,1002721,N,NUTRITION AND BLOOD,09.01.01.01,Bottle,500,mL,"['190 mg', '5ml']"
OXYCODONE,25,Oral,mg,4H,Oral Solution Sugar Free,5 mg/5ml,1009043,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
METHADONE,35,Oral,mg,BD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,35,Oral,mg,BD,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
SPIRONOLACTONE,12.5,Oral,mg,OM,Oral Suspension,50 mg/5ml,1018922,N,CARDIVASCULAR SYSTEM,02.02.03,Bottle,125,mL,"['50 mg', '5ml']"
METHADONE,55,Oral,mg,OM,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,55,Oral,mg,OM,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
DIAZEPAM,10,Oral,mg,ON,Oral Solution,5 mg/5ml,1022280,N,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['5 mg', '5ml']"
PREGABALIN,50,PO / NG / PEG,mg,BD,Oral Solution Sugar Free,20 mg/ml,1019297,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,473,mL,"['20 mg', 'ml']"
DIAZEPAM,"5,000.00",Oral,microgram,ON,Oral Solution Sugar Free,2 mg/5ml,1013950,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['2 mg', '5ml']"
PREGABALIN,100,PEG,mg,BD,Oral Solution Sugar Free,20 mg/ml,1019297,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,473,mL,"['20 mg', 'ml']"
DIAZEPAM,"5,000.00",PEG,microgram,ON,Oral Solution Sugar Free,2 mg/5ml,1013950,Y,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['2 mg', '5ml']"
DIAZEPAM,5,PEG,mg,TDS,Oral Solution,5 mg/5ml,1022280,N,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['5 mg', '5ml']"
DIAZEPAM,5,PEG,mg,ON,Oral Solution,5 mg/5ml,1022280,N,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['5 mg', '5ml']"
DIAZEPAM,"5,000.00",Oral,microgram,ON,Oral Solution Sugar Free,2 mg/5ml,1013950,N,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['2 mg', '5ml']"
LEVOTHYROXINE,100,NG,microgram,ON,Oral Solution,100 micrograms/5ml,1014344,N,ENDOCRINE SYSTEM,06.02.01,Pack,100,mL,"['100 micrograms', '5ml']"
LEVOTHYROXINE,100,NG,microgram,OM,Oral Solution,100 micrograms/5ml,1014344,N,ENDOCRINE SYSTEM,06.02.01,Pack,100,mL,"['100 micrograms', '5ml']"
DIAZEPAM,5,NG,mg,ON,Oral Solution,5 mg/5ml,1022280,N,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['5 mg', '5ml']"
CYCLIZINE,50,NG,mg,8H,Oral Suspension,50 mg/5ml,1019987,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,100,mL,"['50 mg', '5ml']"
CYCLIZINE,50,NG,mg,8H,Oral Suspension,50 mg/5ml,1019987,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,300,mL,"['50 mg', '5ml']"
ARIPIPRAZOLE,10,Oral,mg,ON,Oral Solution,1 mg/ml,1014164,N,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,150,mL,"['1 mg', 'ml']"
LORATADINE,1,Oral,mg,OM,Oral Solution,5 mg/5ml,2005567,Y,RESPIRATORY SYSTEM,03.04.01,Bottle,100,mL,"['5 mg', '5ml']"
FUROSEMIDE,40,Oral,mg,alternate days,Oral Solution Sugar Free,40 mg/5ml,1007170,N,CARDIVASCULAR SYSTEM,02.02.02,Bottle,150,mL,"['40 mg', '5ml']"
FUROSEMIDE,20,Oral,mg,alternate days,Oral Solution Sugar Free,40 mg/5ml,1007170,N,CARDIVASCULAR SYSTEM,02.02.02,Bottle,150,mL,"['40 mg', '5ml']"
MORPHINE SULFATE,5,Oral,mg,TDS,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,5,Oral,mg,TDS,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
PREDNISOLONE,17.5,Oral,mg,OM,Oral Solution Sugar Free,10 mg/1ml,9008211,N,ENDOCRINE SYSTEM,06.03.02,Pack,30,mL,"['10 mg', '1ml']"
NITROFURANTOIN,50,Oral,mg,ON,Oral Suspension,25 mg/5ml,2004284,N,INFECTIONS,05.01.13,Bottle,60,mL,"['25 mg', '5ml']"
NITROFURANTOIN,50,Oral,mg,ON,Oral Suspension,25 mg/5ml,2004284,N,INFECTIONS,05.01.13,Bottle,300,mL,"['25 mg', '5ml']"
SODIUM FEREDETATE,5,Oral,mL,OM,Oral Solution Sugar Free,190 mg/5ml,1002721,N,NUTRITION AND BLOOD,09.01.01.01,Bottle,500,mL,"['190 mg', '5ml']"
MORPHINE SULFATE,5,Oral,mg,Same times for breakthrough,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,5,Oral,mg,Same times for breakthrough,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
GABAPENTIN,"1,200.00",Oral,mg,TDS,Oral Solution,250 mg/5ml,1013637,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,150,mL,"['250 mg', '5ml']"
PARACETAMOL SUGAR FREE,"1,000.00",NG / PEG,mg,QDS,Oral Suspension,250 mg/5ml,2005478,Y,CENTRAL NERVOUS SYSTEM,04.07.01,Bottle,100,mL,"['250 mg', '5ml']"
PROPRANOLOL,40,Oral,mg,BD,Oral Solution Sugar Free,10 mg/5ml,3002877,N,CARDIVASCULAR SYSTEM,2.04,Pack,150,mL,"['10 mg', '5ml']"
GABAPENTIN,500,Oral,mg,TDS,Oral Solution,250 mg/5ml,1013637,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,150,mL,"['250 mg', '5ml']"
MIDAZOLAM,2.5,Oral,mg,4H,Oral Solution,2.5 mg/ml,1018811,Y,ANAESTHESIA,15.01.04.01,Pack,100,mL,"['2.5 mg', 'ml']"
OXYCODONE,20,Oral,mg,TDS,Oral Solution Sugar Free,5 mg/5ml,1009043,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
OXYCODONE,20,Oral,mg,TDS,Oral Solution Sugar Free,5 mg/5ml,1009043,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
AMANTADINE,50,Oral,mg,BD,Oral Solution Sugar Free,50 mg/5ml,1002419,N,CENTRAL NERVOUS SYSTEM,04.09.01,Bottle,150,mL,"['50 mg', '5ml']"
MORPHINE SULFATE,1.26,Oral,mg,3H,Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,1.26,Oral,mg,3H,Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
LEVETIRACETAM,500,NG,mg,BD,Oral Solution Sugar Free,100 mg/ml,1012804,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,300,mL,"['100 mg', 'ml']"
TRAZODONE,50,Oral,mg,ON,Oral Solution Sugar Free,50 mg/5ml,1004858,Y,CENTRAL NERVOUS SYSTEM,04.03.01,Bottle,120,mL,"['50 mg', '5ml']"
DOCUSATE,200,Oral,mg,BD,Oral Solution Sugar Free,12.5 mg/5ml,1003676,N,GASTRO-INTESTINAL SYSTEM,01.06.02,Bottle,300,mL,"['12.5 mg', '5ml']"
METHADONE (contains sugar),35,Oral,mg,OD,Oral Solution,1 mg/ml,9000487,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['1 mg', 'ml']"
MORPHINE SULFATE [:CONCENTRATED],50,Oral,mg,QDS,Oral Solution Sugar Free,20 mg/ml,1006390,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,30,mL,"['20 mg', 'ml']"
MORPHINE SULFATE [:CONCENTRATED],50,Oral,mg,QDS,Oral Solution Sugar Free,20 mg/ml,1006390,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,120,mL,"['20 mg', 'ml']"
METHADONE,18,Oral,mg,OM,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,18,Oral,mg,OM,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
PREGABALIN,100,PEG,mg,TDS,Oral Solution Sugar Free,20 mg/ml,1019297,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,473,mL,"['20 mg', 'ml']"
FLUCONAZOLE,100,PEG,mg,OM,Oral Suspension,50 mg/5ml,1004021,N,INFECTIONS,5.02,Bottle,1,mL,"['50 mg', '5ml']"
CYCLIZINE,50,PEG,mg,TDS,Oral Suspension,50 mg/5ml,1019987,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,100,mL,"['50 mg', '5ml']"
CYCLIZINE,50,PEG,mg,TDS,Oral Suspension,50 mg/5ml,1019987,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,300,mL,"['50 mg', '5ml']"
ONDANSETRON,4,Oral,microgram,TDS,Oral Solution Sugar Free,4 mg/5ml,1009536,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,50,mL,"['4 mg', '5ml']"
CLONAZEPAM,500,Oral,microgram,BD,Oral Solution Sugar Free,500 micrograms/5ml,1013395,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,150,mL,"['500 micrograms', '5ml']"
CLONAZEPAM,"1,000.00",Oral,microgram,BD,Oral Solution Sugar Free,500 micrograms/5ml,1013395,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,150,mL,"['500 micrograms', '5ml']"
HALOPERIDOL,5,Oral,mg,QDS,Oral Solution Sugar Free,10 mg/5ml,1018532,Y,CENTRAL NERVOUS SYSTEM,04.02.01,Pack,100,mL,"['10 mg', '5ml']"
CARBAMAZEPINE 'TEGRETOL',150,Oral,mg,QDS,Oral Suspension,100 mg/5ml,1003114,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['100 mg', '5ml']"
CARBAMAZEPINE 'TEGRETOL',150,PEG,mg,QDS,Oral Suspension,100 mg/5ml,1003114,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['100 mg', '5ml']"
DOMPERIDONE,10,Oral,mg,TDS,Oral Suspension,5 mg/5ml,3003685,N,CENTRAL NERVOUS SYSTEM,4.06,Bottle,200,mL,"['5 mg', '5ml']"
OXYCODONE,1,Oral,mg,Every 2 hours,Oral Solution Sugar Free,5 mg/5ml,1009043,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
DEXAMETHASONE,"12,000.00",Oral,microgram,OM,Oral Solution Sugar Free,2 mg/5ml,1007189,N,ENDOCRINE SYSTEM,06.03.02,Bottle,75,mL,"['2 mg', '5ml']"
DEXAMETHASONE,"12,000.00",Oral,microgram,OM,Oral Solution Sugar Free,2 mg/5ml,1007189,N,ENDOCRINE SYSTEM,06.03.02,Bottle,150,mL,"['2 mg', '5ml']"
MORPHINE SULFATE,2.5,PO / NG / PEG,mg,QDS,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,2.5,PO / NG / PEG,mg,QDS,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
DIAZEPAM,15,Oral,mg,ON,Oral Solution,5 mg/5ml,1022280,N,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['5 mg', '5ml']"
DIAZEPAM,6,Oral,mg,ON,Oral Solution,5 mg/5ml,1022280,N,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['5 mg', '5ml']"
DIAZEPAM,5,Oral,mg,OM,Oral Solution,5 mg/5ml,1022280,N,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['5 mg', '5ml']"
DIAZEPAM,2,Oral,mg,OM,Oral Solution,5 mg/5ml,1022280,N,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['5 mg', '5ml']"
DIAZEPAM,"2,000.00",PEG,microgram,BD,Oral Solution Sugar Free,2 mg/5ml,1013950,N,CENTRAL NERVOUS SYSTEM,04.01.02,Bottle,100,mL,"['2 mg', '5ml']"
PREGABALIN,75,PEG,mg,BD,Oral Solution Sugar Free,20 mg/ml,1019297,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,473,mL,"['20 mg', 'ml']"
DOMPERIDONE,5,PEG,mg,BD,Oral Suspension,5 mg/5ml,3003685,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,200,mL,"['5 mg', '5ml']"
DOMPERIDONE,2.5,Oral,mg,TDS,Oral Suspension,5 mg/5ml,3003685,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,200,mL,"['5 mg', '5ml']"
AMITRIPTYLINE,20,PEG,mg,ON,Oral Solution Sugar Free,25 mg/5ml,9001932,N,CENTRAL NERVOUS SYSTEM,04.03.01,Pack,150,mL,"['25 mg', '5ml']"
PROMAZINE,100,Oral,mg,BD,Oral Solution,50 mg/5ml,2004614,N,CENTRAL NERVOUS SYSTEM,04.02.01,Bottle,150,mL,"['50 mg', '5ml']"
METHADONE (contains sugar),15,Oral,mg,BD,Oral Solution,1 mg/ml,9000487,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['1 mg', 'ml']"
METHADONE,10,Oral,mg,6H,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,10,Oral,mg,6H,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
METHADONE,10,Oral,mg,6H,Oral Solution Sugar Free,1 mg/ml,11000487,Y,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,10,Oral,mg,6H,Oral Solution Sugar Free,1 mg/ml,11000487,Y,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
AMITRIPTYLINE,25,PO / NG / PEG,mg,ON,Oral Solution Sugar Free,25 mg/5ml,9001932,N,CENTRAL NERVOUS SYSTEM,04.03.01,Pack,150,mL,"['25 mg', '5ml']"
MORPHINE SULFATE [:CONCENTRATED],10,Oral,mg,QDS,Oral Solution Sugar Free,20 mg/ml,1006390,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,30,mL,"['20 mg', 'ml']"
MORPHINE SULFATE [:CONCENTRATED],10,Oral,mg,QDS,Oral Solution Sugar Free,20 mg/ml,1006390,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,120,mL,"['20 mg', 'ml']"
PREDNISOLONE,20,Oral,mg,OM,Oral Solution Sugar Free,10 mg/1ml,9008211,N,ENDOCRINE SYSTEM,06.03.02,Pack,30,mL,"['10 mg', '1ml']"
SODIUM VALPROATE,250,Oral,mg,BD,Oral Solution,200 mg/5ml,2005431,N,CENTRAL NERVOUS SYSTEM,04.08.01,Bottle,300,mL,"['200 mg', '5ml']"
KETAMINE (ORANGE),5,Oral,mg,4H,Oral Solution,50 mg/5ml,1019238,Y,ANAESTHESIA,15.01.01,Pack,300,mL,"['50 mg', '5ml']"
DOCUSATE,50,Oral,mg,BD,Oral Solution Sugar Free,12.5 mg/5ml,1003676,Y,GASTRO-INTESTINAL SYSTEM,01.06.02,Bottle,300,mL,"['12.5 mg', '5ml']"
NITROFURANTOIN,100,Oral,mg,BD,Oral Suspension,25 mg/5ml,2004284,N,INFECTIONS,05.01.13,Bottle,60,mL,"['25 mg', '5ml']"
NITROFURANTOIN,100,Oral,mg,BD,Oral Suspension,25 mg/5ml,2004284,N,INFECTIONS,05.01.13,Bottle,300,mL,"['25 mg', '5ml']"
MORPHINE SULFATE,2.5,Oral,mg,1 hourly (between 6am and midnight),Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,2.5,Oral,mg,1 hourly (between 6am and midnight),Oral Solution,10 mg/5ml,1005227,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
PROMETHAZINE HYDROCHLORIDE,25,NG / PEG,mg,ON,Oral Solution,5 mg/5ml,1006297,Y,RESPIRATORY SYSTEM,03.04.01,Bottle,100,mL,"['5 mg', '5ml']"
METFORMIN,500,NG / PEG,mg,TDS,Oral Solution,500 mg/5ml,9007016,N,ENDOCRINE SYSTEM,06.01.02.02,Pack,100,mL,"['500 mg', '5ml']"
METFORMIN,500,NG / PEG,mg,TDS,Oral Solution,500 mg/5ml,9007016,N,ENDOCRINE SYSTEM,06.01.02.02,Pack,150,mL,"['500 mg', '5ml']"
CARBOCISTEINE,750,NG / PEG,mg,BD,Oral Solution,250 mg/5ml,3003129,N,RESPIRATORY SYSTEM,3.07,Bottle,300,mL,"['250 mg', '5ml']"
AMITRIPTYLINE,50,NG / PEG,mg,ON,Oral Solution Sugar Free,50 mg/5ml,2007191,N,CENTRAL NERVOUS SYSTEM,04.03.01,Pack,150,mL,"['50 mg', '5ml']"
DOMPERIDONE,10,NG,mg,TDS,Oral Suspension,5 mg/5ml,3003685,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,200,mL,"['5 mg', '5ml']"
LEVETIRACETAM,"1,000.00",Oral,mg,OM,Oral Solution Sugar Free,100 mg/ml,1012804,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,300,mL,"['100 mg', 'ml']"
LEVETIRACETAM,500,Oral,mg,OD,Oral Solution Sugar Free,100 mg/ml,1012804,N,CENTRAL NERVOUS SYSTEM,04.08.01,Pack,300,mL,"['100 mg', 'ml']"
OXYCODONE,10,Oral,mg,8H,Oral Solution Sugar Free,5 mg/5ml,1009043,Y,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
OXYCODONE,2.5,Oral,mg,Every 2 hours,Oral Solution Sugar Free,5 mg/5ml,1009043,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,250,mL,"['5 mg', '5ml']"
PARACETAMOL,"1,000.00",PO / NG / PEG,mg,QDS,Oral Suspension,250 mg/5ml,2004531,N,CENTRAL NERVOUS SYSTEM,04.07.01,Bottle,500,mL,"['250 mg', '5ml']"
LEVOTHYROXINE,100,PO / NG / PEG,microgram,OM,Oral Solution,100 micrograms/5ml,1014344,N,ENDOCRINE SYSTEM,06.02.01,Pack,100,mL,"['100 micrograms', '5ml']"
DEXAMETHASONE,"2,000.00",Oral,microgram,BD,Oral Solution Sugar Free,2 mg/5ml,1007189,N,ENDOCRINE SYSTEM,06.03.02,Bottle,75,mL,"['2 mg', '5ml']"
DEXAMETHASONE,"2,000.00",Oral,microgram,BD,Oral Solution Sugar Free,2 mg/5ml,1007189,N,ENDOCRINE SYSTEM,06.03.02,Bottle,150,mL,"['2 mg', '5ml']"
METHADONE,25,Oral,mg,12:00 18:00,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Pack,100,mL,"['1 mg', 'ml']"
METHADONE,25,Oral,mg,12:00 18:00,Oral Solution Sugar Free,1 mg/ml,11000487,N,CENTRAL NERVOUS SYSTEM,04.10.03,Bottle,500,mL,"['1 mg', 'ml']"
MORPHINE SULFATE,2.5,NG,mg,TDS,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Bottle,100,mL,"['10 mg', '5ml']"
MORPHINE SULFATE,2.5,NG,mg,TDS,Oral Solution,10 mg/5ml,1005227,N,CENTRAL NERVOUS SYSTEM,04.07.02,Pack,300,mL,"['10 mg', '5ml']"
CYCLIZINE,50,NG,mg,BD,Oral Suspension,50 mg/5ml,1019987,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,100,mL,"['50 mg', '5ml']"
CYCLIZINE,50,NG,mg,BD,Oral Suspension,50 mg/5ml,1019987,Y,CENTRAL NERVOUS SYSTEM,4.06,Bottle,300,mL,"['50 mg', '5ml']"
MIRTAZAPINE,15,NG,mg,ON,Oral Solution Sugar Free,15 mg/1ml,1012569,N,CENTRAL NERVOUS SYSTEM,04.03.04,Pack,1,mL,"['15 mg', '1ml']"
METFORMIN,500,NG,mg,OM,Oral Solution,500 mg/5ml,9007016,N,ENDOCRINE SYSTEM,06.01.02.02,Pack,100,mL,"['500 mg', '5ml']"
METFORMIN,500,NG,mg,OM,Oral Solution,500 mg/5ml,9007016,N,ENDOCRINE SYSTEM,06.01.02.02,Pack,150,mL,"['500 mg', '5ml']"
